Przeprowadźmy poszukiwania.[sound:38313206905467063421548860454079646579056682398417377592339.mp3]	Let's conduct a research.
Dokonałeś wyboru.[sound:46196778519526518875752671156558200109055476725258956075783.mp3]	You've made your choice.
Zacznijmy![sound:2934629347627153041623098327303859322038368147377459759352.mp3]	Let's start!
Kto to potłukł?[sound:49351984517348846470289266322504733643660798017865608819627.mp3]	Who broke it?
Za około dwa tygodnie.[sound:78662994286028292292239180966141303020588566220375544135350.mp3]	In about two weeks.
Nie spotkaliśmy się wcześniej?[sound:38257063387177253915309754808859055277926653312007825843614.mp3]	Haven't we met before?
Prawdopodobnie bym przegrał.[sound:75953467840502732083329463929829648487051749399616142210110.mp3]	I'd probably lose.
Szachy są trudne.[sound:4206131847471119248278685581238376107866380421771047822373.mp3]	Chess is hard.
Jestem głodny.[sound:7974465129637755817078031771319230699895911457240169002600.mp3]	I'm hungry!
Fantastyczny![sound:48756246001087657604816869790429817097951594449032395796767.mp3]	Fantastic!
Jesteś bez emocji.[sound:28215139770872749637141903608472900606447675600190640337132.mp3]	You're unemotional.
Spójrz za siebie.[sound:51591276548396152142290591234592202090353288678454971792985.mp3]	Look behind you.
To powinno wystarczyć.[sound:94467745064999222167262423776857064094896639115393646453698.mp3]	This should be plenty.
Mary lubi Lucy.[sound:79503042579473349071608942772121563252468879709031580543234.mp3]	Mary likes Lucy.
Jest nauczycielką jogi.[sound:38874998676441223925801402942091874771868445254426357656295.mp3]	She's a yoga teacher.
Jesteś mądry.[sound:48368897105336784541711684200287599530681054099673484881841.mp3]	You're smart.
Kiedy będziemy lądować?[sound:71135423878571550182789230230515724012181585267033379921235.mp3]	When are we going to land?
Tom właśnie przyszedł.[sound:79236754299126308648635904119389996566721217061152093897861.mp3]	Tom just came.
Wiem co się wydarzy.[sound:44426630884988882802156680550625756396924748546355845646540.mp3]	I know what's going to happen.
Tom jest diabetykiem.[sound:92844418240907173048889906182212236155182690439287483188355.mp3]	Tom is a diabetic.
Zaparkowałem samochód przy bramie.[sound:89909184841241423288817605677088724609436293171991598890853.mp3]	I parked my car by the gate.
Co chcesz kupić?[sound:16184707111411299964226990096483763163612936559317453225807.mp3]	What do you want to buy?
Znalazłem mu pracę.[sound:65451720111721517765447000886548221484760195867243475053213.mp3]	I found him a job.
Tom lubi arytmetykę.[sound:49227556800307772794835070076983555481829453066405702790438.mp3]	Tom likes arithmetic.
Muszę iść do miasta.[sound:96075887345649203916700716371456882252200432995742207591763.mp3]	I need to go into town.
Proszę śpiewać.[sound:44998365527993781776629310270362145114112502764730974978826.mp3]	Please sing.
Uczysz się esperanta.[sound:83238580351553853239170665280971437968144508925626320287146.mp3]	You're learning Esperanto.
Jej włosy siwieją.[sound:37444525085427900781207808241125949509764996579598501047304.mp3]	Her hair is turning gray.
Tutaj żyjemy.[sound:68913055246907504053253303534201102941146696638252891771723.mp3]	This is where we live.
Nie mogę tego powiedzieć.[sound:82691861201721787322845920805335932680443855940203683218263.mp3]	I can't tell it.
Byłem młody i niewinny.[sound:91939069034543621155403974859685193678295366942521300125020.mp3]	I was young and innocent.
Tom się uśmiechał.[sound:20366385617619573336667591691064727766679359315283385825291.mp3]	Tom was smiling.
Chciałbym zapamiętać nazwisko Toma.[sound:15961651781262784583344961105009724997567167053899989570774.mp3]	I wish I could remember Tom's last name.
Właśnie napisał powieść.[sound:48515941325019570117594068722569874603669071567646445637310.mp3]	He wrote a story just now.
Spotkanie zostało odwołane.[sound:25601872376429035950484758213383070880310218569220888054039.mp3]	The meeting was canceled.
Tom jest nurkiem głębinowym.[sound:19770487592614548991901802991863831324637971920641661048768.mp3]	Tom is a deep-sea diver.
Dobrze zna miasto.[sound:30284518753728907814143452688158714916212759244722628748635.mp3]	He knows the city well.
Radio nie będzie działać.[sound:62635458178342952828991472266200975969598203640123326511020.mp3]	The radio will not work.
Kto idzie ze mną?[sound:92889246691335341771512720174002080228206956651025310811374.mp3]	Who's coming with me?
Karaluchy pod poduchy.[sound:25025626044478829918817550605184160979409038068377498499351.mp3]	Good night and sleep tight!
Jesteś niecierpliwy.[sound:19650029619334795979213062956068162183777363611351808576645.mp3]	You're impatient.
On ma bóle głowy.[sound:79213923412341705335170686281426900641383446446806520740864.mp3]	He has a headache.
Maria dobrze tańczy.[sound:18142321559950305299543203039114267322373345255453599344506.mp3]	Mary dances well.
Jestem wegetarianinem.[sound:37451930527110590176576903886462053751112837897975659335001.mp3]	I am a vegetarian.
Musimy szanować tradycję.[sound:7048790148849038520810190906531276676025459652361809993622.mp3]	We must have respect for tradition.
Nie jest czarny?[sound:1620224785671855074449180347900475522892149821271730607763.mp3]	Isn't it black?
Co tam znalazłeś?[sound:65707521154605122145563967671840727267926128017965574141799.mp3]	What did you find in there?
Oczywiście![sound:93441765350375016556822563202185568059628276123376513729743.mp3]	Of course!
Zjadłem trochę sera.[sound:63901317922983636874811318544699512277665861316469981027346.mp3]	I ate some cheese.
Tom uwielbia wędkowanie.[sound:63916328981946391971384458220579546795434671899312734597989.mp3]	Tom loves fishing.
Napisał książkę w Chinach.[sound:34525141887943573177179370326821115352696412015893520719691.mp3]	He wrote a book in China.
Tom wynajął adwokata.[sound:3682504083340078563003937679624892768559908653073889294796.mp3]	Tom hired an attorney.
Weszłam do jej pokoju.[sound:44913209600748345767480246951640225757827127184796315855394.mp3]	I entered her room.
Był bardzo cierpliwy.[sound:4131888737504382694561098962358122123444982602533128006002.mp3]	He was very patient.
Iść powoli.[sound:93629777916925778468646217648898376846885709774111143714818.mp3]	Walk slowly.
Spałem od dziesiątej wieczorem.[sound:90340552443960950867122760335646286082834145009995082122518.mp3]	I slept from ten in the evening.
To było niebezpieczne.[sound:96825832645964707189397744234835059590777648424912373059376.mp3]	It was dangerous.
Szybko![sound:67158271258984869066132513959625475404536347118754909498300.mp3]	Quick!
Początkowo nie lubiła koniny.[sound:31203051673380814256581032008965692099765072714901480009300.mp3]	She didn't like horsemeat, initially.
Do roboty![sound:58297873216789395410519354531070954741622762301166522984457.mp3]	Work!
Tom ma duże wąsy.[sound:66790991441631937890201576190724130883782280492480980523817.mp3]	Tom has a large moustache.
Zamierzamy go odzyskać.[sound:98936676188097362102938959029309028952035932685367513181239.mp3]	We're going to get him back.
Wiesz może gdzie jesteśmy?[sound:69214426037683617109757907438003362069888362780299791415412.mp3]	Do you have any idea where we are?
Jestem młodszy od niego.[sound:16864710757001224341311407245217851896650994931786033146358.mp3]	I'm younger than he is.
Widzisz tę zaśnieżoną górę?[sound:92999773783514695025693833983608971067202886857035516622030.mp3]	Can you see the snow-topped mountain?
Czy mogę wejść?[sound:52136709987417306589766536975452585758444760884415007639198.mp3]	Can I come in?
Jesteś gotowy na najgorsze?[sound:42270875322681470004595050929712577765549319606979176125101.mp3]	Are you prepared for the worst?
Polecę samolotem.[sound:48430945102167030681254919772140621486814922955008492071903.mp3]	I'll go by plane.
Śpi jak dziecko.[sound:33764547904071418026426154917919692144161664126026826034189.mp3]	He's sleeping like a baby.
Boję się wysokości.[sound:34802562403404671835614947857763170784463175336212488246820.mp3]	I'm afraid of heights.
Tom kołysał się.[sound:86558155816599105228755495257674421855864552121169103135945.mp3]	Tom rocks.
Czy Tom lubi Boston?[sound:8464345449933127772355469821182176410067870586960253437607.mp3]	Does Tom like Boston?
Poznał tajemnicę.[sound:59136936378878498192525334696097168196186721915448469031523.mp3]	He found out the secret.
Odrzuciła jego zaproszenie.[sound:22933127550749120787432395237705633122377288167858041819666.mp3]	She turned down his invitation.
Otworzyłam oczy.[sound:74700357088741007058908084053321344123571793719328818303601.mp3]	I opened my eyes.
Prawie każdy był zaproszony.[sound:83529737398450961312468576719827363743331387307247507962184.mp3]	Almost everybody was invited.
Tom zakaszlał.[sound:4924576138265285838206000479287470158992395849938776638881.mp3]	Tom coughed.
Chcesz usiąść?[sound:52249422744067173834808223581381189272693006127506709112261.mp3]	Do you want to sit down?
Nie, nie możesz.[sound:75315738865145982920524585580124190800815022889784685223656.mp3]	No, you can't.
Jest po czterdziestce.[sound:52856673727540530177411151415498427582845975993183908860953.mp3]	He is past forty.
Dokąd idziemy?[sound:3280492451384988214884866515576543917295935571899244367419.mp3]	Where are we going?
Mierzyła w bycie aktorką.[sound:10047385472908209153608387459838086800493569583074852705028.mp3]	She aimed to become an actress.
Czy tu jest bezpiecznie?[sound:51988985363837690910680108701626562835797564417108247633525.mp3]	Is it safe to stay here?
Słyszałem to wiele razy.[sound:68801222637282285408590117403835454322680471995614753189107.mp3]	I've heard that many times.
On gra bardzo dobrze.[sound:77150848187191654990079738078375403047508832995233567665681.mp3]	He plays very well.
Rozmawiałyśmy o muzyce.[sound:55304865037998620870507596539873012584994384391053880399446.mp3]	We talked about music.
Obserwuj siebie![sound:58987798918667655855913951988625419924164712015692773440838.mp3]	Watch yourselves!
Mówi pan po angielsku?[sound:78840522380741208684192560652122440772299362188208296611240.mp3]	Do you speak English?
Nienawidzę prasowania.[sound:2606799152041788635901015057738841689793589057068126400301.mp3]	I hate ironing.
Nadrobimy to.[sound:70061530484675045095736602214208453537709888308481542615899.mp3]	I'll catch up with you.
Czy to jest złamane?[sound:19948425005668677189275410741575501415983427820500123705122.mp3]	Is it broken?
Co to znaczy EC?[sound:41109833364597780667194262674819570772354778213469476814911.mp3]	What does EC stand for?
Znasz ich?[sound:56852443331051277023721083960529840330921308363726685559133.mp3]	Do you know them?
To była kompletna katastrofa.[sound:35830862810388146844873234058361337286504635390826245254193.mp3]	It was a complete disaster.
To szczegół.[sound:66140460477350277701676579075708356242218793714647782545245.mp3]	It's a detail.
Jesteś brzydka.[sound:34975382651028674464529704953272545066688757348988715580652.mp3]	You are ugly.
Wtedy nazywała się Agnes.[sound:13573586655075514175882640950506174871031249275742182242848.mp3]	Her name was Agnes then.
To dobry interes.[sound:79911243420200735508862385605882263587955420094993002382666.mp3]	This is a good deal.
Czy masz samochód?[sound:69648126319705083413454509876678944630022330372033410271606.mp3]	Do you have a car?
To nie było rozsądne.[sound:51893056234050945644160813689364904589063802201263363241684.mp3]	It wasn't reasonable.
Napełniam tę butelkę oliwą.[sound:94579708534190172804780146679052516488088068970344209275473.mp3]	I am filling this bottle with oil.
On nas nie kocha.[sound:89796591045162924298970095814902800932713802418836053554267.mp3]	He doesn't love us.
Spędziłam tydzień w szpitalu.[sound:32373311717852312432526414377636941109791273760102778148585.mp3]	I spent a week in hospital.
Przeżyłem.[sound:57103124249656745911132630353202648357975185424787688052183.mp3]	I survived.
Powinieneś przyjechać do Australii.[sound:34085326554729422122077102968662982993852862713348769789982.mp3]	You should come to Australia.
Naprawdę powinnam była zadzwonić.[sound:78841179323604071573730601103869994401624016477009612412858.mp3]	I really should have called.
Mogę na ciebie poczekać.[sound:15725249356098176017036697897976258286674892413594616034696.mp3]	I can wait for you.
Tom jest trochę zły.[sound:69406624668195126619835950514949943988401764814127256237700.mp3]	Tom is a little angry.
To byłby jeden powód.[sound:89965878076583555301849463328555049888376425252327197356589.mp3]	That would be one reason.
O, znalazłem, już nieważne.[sound:78322273129830028405283449488374429050966447933178486332108.mp3]	Oh, I found it, nevermind.
Jakie jest rozszerzenie pliku?[sound:39292642633046203865697435467128432445172319501847832080280.mp3]	What is the file extension?
Jest silniejszy od ciebie.[sound:80135015089774485078408318323855225950923335166985553153268.mp3]	He's stronger than you.
Ona mówi zbyt powściągliwie.[sound:83546030240818379313956584487236091855209024748814416670893.mp3]	She talks too aloofly.
Ona jest moją dziewczyną.[sound:21967700495364552685480645872644313277107252113219196379226.mp3]	She is my girlfriend.
To jest uzasadnione.[sound:37731657606954853245959356394774151275556011302310761157083.mp3]	That's reasonable.
Nie czytam książek.[sound:65523515637363559067494293879675863169700705947394175012257.mp3]	I do not read books.
O której się zaczyna?[sound:92481750799384164918744715004562712820182647466675992415427.mp3]	What time does it start?
Nie czuję się wolna![sound:71047162902242269955976279761777462226864965630262391117024.mp3]	I do not feel free!
To jest nieprawdopodobne.[sound:40197755799315175756519504813802804872127574282378656725805.mp3]	It's incredible.
Ona pracuje w szpitalu.[sound:15692385364743852813323745470386032486368151691339734891590.mp3]	She works for a hospital.
Złamali ciszę.[sound:98174432596955165652469591865575581288588112043618308693400.mp3]	They broke the silence.
Pomogłem nieść te torby.[sound:60083868976302356502894424998577243143247002145724591673980.mp3]	I helped carry those bags.
Jesteście bardzo religijni, prawda?[sound:36494469321684267805561829571527443260653505636987091581964.mp3]	You're very religious, aren't you?
Na sprzedaż.[sound:87641614529307651581000058207208626216621124902118833318509.mp3]	For sale.
Pozwól mi iść samemu.[sound:31450480405386046113720323566158027777185613672307716760035.mp3]	Let me go alone.
Sprzeciwiał się naszemu planowi.[sound:10242625538432888839908586873911698943997385890501199284033.mp3]	He objected to our plan.
Nie mam dzisiaj lekcji.[sound:34542253190515841004216071677436228482029295959546165628403.mp3]	I don't have classes today.
Wypierdalaj![sound:6781320029983662615380985392567620842608800877467814744458.mp3]	Get the fuck out!
Jestem przedsiębiorcą.[sound:65522393083593507763802845724137470269868536618406156847531.mp3]	I am an entrepreneur.
Możemy dostać więcej?[sound:13124798680907630265346808522522441052105396994953653001024.mp3]	Can we get some more?
Oboje są bardzo podekscytowani.[sound:80218207017393310487372690878473908929896705377571638248609.mp3]	They are both very excited.
Byłem na zwolnieniu.[sound:62010160748774073444675986331728889786723418828638519549124.mp3]	I've been on sick leave.
Trolowanie jest sztuką.[sound:53607697768151895030372389878163532790816692539984596093185.mp3]	Trolling is an art.
Ktoś puka do drzwi.[sound:47385651139436562648966829242733081570341029518913935320065.mp3]	Someone's knocking on the door.
Dam ci zastrzyk przeciwbólowy.[sound:38801670159441448727496680441496468273481117185903235213528.mp3]	I'll give you a painkilling injection.
Zadał niezręczne pytanie.[sound:73718327591114950147394242752081709952070824533149164529431.mp3]	He asked an awkward question.
Przynieś mi pieniądze.[sound:94564965085422280452424290842469196460728561447041766985718.mp3]	Bring me money.
Obiad był ugotowany.[sound:66223488517171416309970633575312117110559022279396799246060.mp3]	Lunch was cooked.
Zabiłam ją.[sound:84424136887209370673621167129420968670035297856882649624135.mp3]	I have killed her.
Mogę dołączyć?[sound:76762965074587081041350264667128281612532893840209789830922.mp3]	Can I join in?
Pyta jak to możliwe.[sound:70553401421673575373378007670287475563550194869981044423851.mp3]	She's asking how that's possible.
Dobry z niej kierowca.[sound:75606474016208485202544992600970852840223789894968213661895.mp3]	She's a good driver.
Ja skarcę go.[sound:70212258759148465972974682892672103769473598070566707339485.mp3]	I'll scold him.
To tego Tom chciał.[sound:92791738402746970170526642852971582013104211652992845397605.mp3]	It's what Tom wanted.
On często cytuje Szekspira.[sound:43746223988688027764589608756429948376868334814683635136986.mp3]	He often quotes Shakespeare.
Robisz się czerwony.[sound:74510895380926584295373071682392339496904763819506730300745.mp3]	You're turning red.
Ten lek działa natychmiast.[sound:18658615766939404803640910343275186590257255161912553604447.mp3]	This medication works instantly.
Mógłbyś powtórzyć?[sound:4311642426511684069096188518416538820932656814562463805992.mp3]	Could you repeat?
Tom nie odpisał.[sound:60482609140730402749422467316496104144501341244961320583142.mp3]	Tom didn't write back.
Nadal pracujesz u Toma?[sound:5856978180003767038947657495197540091395356001285830715066.mp3]	Are you still working for Tom?
Proszę podpisz to.[sound:54942680923510924117951654038101379120697659551862890478171.mp3]	Please sign these.
Mamy mnóstwo czasu.[sound:61534668621095749021780257719259009613361207964386136786726.mp3]	We've got plenty of time.
Otrzymałaś czek?[sound:96269123616709236911742828082701130922190293927132754603995.mp3]	Did you get the cheque?
Ja pójdę.[sound:30315862649343979615989796804302253005532649822742148894587.mp3]	I'll go.
Mógłbyś mi pożyczyć długopis?[sound:70965627211473930364318729796815589014154127515149547041059.mp3]	Would you mind lending me your pen?
Nie dałeś im szansy.[sound:23184366179627983453218858393649077508114131994191349669116.mp3]	You didn't give them a chance.
Czyje to biuro?[sound:24315949782825269463669991505459655828511978644449402824133.mp3]	Whose office is this?
Posłuchali.[sound:42014055347354455233866456672804149056870966347415894490832.mp3]	They obeyed.
Odprężali się.[sound:84484257028768806922887530209956398555597538951066950079767.mp3]	They relaxed.
Ile kosztowały te okulary?[sound:60457150290172764428587669625271543966987382281777744577456.mp3]	How much did these glasses cost?
Uczeń podniósł rękę.[sound:90431848176667707791416615069410391607306115695636538940678.mp3]	The student raised his hand.
Złapaliśmy część terrorystów.[sound:92859713817747022601862921196647684923894365332935210548495.mp3]	We captured some of the terrorists.
Uchroniliśmy się przed niebezpieczeństwem.[sound:34490224918112704787309928606106826989851860642080118382036.mp3]	We protected ourselves against danger.
On chodzi do przedszkola[sound:61251211792527501668148057911171640570606139304772732287135.mp3]	He goes to kindergarten.
Tom nabazgrał jakieś szczegóły.[sound:51233056964602621020149091029598069331659887512091157166157.mp3]	Tom scribbled down some details.
Zrozumiałyśmy to dzięki niej.[sound:73978625356762025828915971487355170278183677535710044480384.mp3]	We got it thanks to her.
Nie bądźcie naiwni.[sound:23316222016647621546623489529231551894706188085825562246632.mp3]	Don't be naive.
Jebana kurwa.[sound:25723177121173083923034097572257144839860581170664001597482.mp3]	Fucking whore.
Już wygrali.[sound:47521110017754760962461374801580252909920176881828984344343.mp3]	They've already won.
Podasz mi sól?[sound:3150546927991771211976932651890271694191512191864948655750.mp3]	Could you pass me the salt?
Tom przeprosił.[sound:36482349430980028020082085963272536258937936375526278491359.mp3]	Tom apologized.
Widziałeś moją ciocię?[sound:3728918094769598828889321075127330745763712967353197007062.mp3]	Did you see my aunt?
Weź swój płaszcz.[sound:26925609707747492344299482480185222748958133792373702244797.mp3]	Get your coat.
Czy to jest miłość?[sound:83586387528403412481029977198471106863485504279991522048222.mp3]	Is this love?
Tom chce Ci pomóc.[sound:61933542517214624026935842857903354449865401810182720575064.mp3]	Tom wants to help you.
Wypełnij formularz.[sound:65395829209282438982662796903886017340220476491408873125803.mp3]	Fill out the form.
To biurko jest dobre.[sound:17008609532536670927049110666547268733348148453534107564925.mp3]	This desk is good.
Słyszałem śpiewające dzieci.[sound:10745757102838190255812450714908385114511674912971118888968.mp3]	I heard children singing.
Gramatyka jest bardzo skomplikowana.[sound:16568618139220126054771394389782502261160633300467951536601.mp3]	Grammar is very complicated.
Jesteś ponury.[sound:47518483686243369188593727562086198747727401959858045670334.mp3]	You're moody.
Zbladł słysząc wiadomości.[sound:60996642900891605810879700496359537097781744638464555593392.mp3]	He turned pale at the news.
Zagrajmy w chowanego.[sound:18868937674045564441500073606836518423247593925048179117880.mp3]	Let's play hide and seek.
Zaczynasz mnie irytować.[sound:29514809121383461052580473070478211524371634873311984196043.mp3]	You're beginning to annoy me.
Pomagasz pani Hansson?[sound:45923350228919717429219276397101969821652337341434594790923.mp3]	Are you helping Miss Hansson?
Liście rosną na gałęziach.[sound:21075877461084883677642554691779833063010977380392088997438.mp3]	Leaves grow on branches.
Tom stał się nerwowy.[sound:39830856199561533845211431183602259525042110328849455096514.mp3]	Tom became nervous.
Kontynuowałem pracę.[sound:2369108766328067106146266150500504068656726835337407672750.mp3]	I continued working.
Skoś trawnik.[sound:53913026879145172691928887106836268448806122472814907728179.mp3]	Mow the lawn.
Jesteś mężem Mary?[sound:26248202943881293868910966740492809593430330460195909372296.mp3]	Are you Mary's husband?
Nie zgasiłem światła.[sound:27633223891452994801297666809911943424854853505627696255611.mp3]	I didn't turn off the light.
Layla jest twoją córką.[sound:22109743169251235048476330355875984821702124389512770442298.mp3]	Layla is your daughter.
Zimą musimy dokarmiać ptaki.[sound:56667223236077379065644328405428519218521571580206122023433.mp3]	In winter, we need to feed the birds.
Staruszek mieszkał tam samotnie.[sound:29625648921753892639657694964257341083832671632323761944593.mp3]	The old man lived there by himself.
Zdradziłeś mnie?[sound:8074830926597409502319869553459191503197001734313058089995.mp3]	Have you betrayed me?
Czy Tom wciąż pracuje?[sound:36739594254605515636121719049634094699176071203036545061532.mp3]	Is Tom still working?
Tom przyjdzie wcześniej.[sound:46207212512411242255971726480305286977072426693291348198437.mp3]	Tom will come early.
Są schowani.[sound:88126392470269146451493460741480723511238481777590347991805.mp3]	They are hiding.
Tom lubi ryby.[sound:99167494169901327122132469302938240662909862348257191569972.mp3]	Tom likes fish.
Jesteś mój.[sound:45260470142329412181641236279503720937194959599347902016433.mp3]	You're mine.
Zawsze chodzę do szkoły.[sound:87856961556388435819285564309829985398682208470570071610229.mp3]	I always walk to school.
Działasz mi na nerwy.[sound:65238534634232815570313096408801312407781539909951487875708.mp3]	You are getting on my nerves.
Nie zapomnij mnie![sound:77354634725519869832303282532850136656904751428968530165468.mp3]	Don't forget me!
Gdzie rękawiczki?[sound:86236857410864681527658239665843746343266682097115919761455.mp3]	Where are the gloves?
Koniec gry.[sound:25422845613105190391010272207939890884179512554921505138635.mp3]	Game over.
Spędził wieczór, czytając książkę.[sound:34677605924768532982267747420044212667855184532143948231921.mp3]	He spent the evening reading a book.
To był cud.[sound:17329360281907090117750566194012510430617429668407308402534.mp3]	It was a miracle.
To ja.[sound:50049732882067582995223047343791625113239120706943043292769.mp3]	It is I.
Co ona tam robiła?[sound:61381928953317758356589479366285641537613742226557893153552.mp3]	What was she doing there?
Nie bądź beksa![sound:74683166076931891821803733131676426869543196834370798632517.mp3]	Don't be a crybaby!
Jest najwyższy w klasie.[sound:67771389771278284846575640319563950652897093641971062124080.mp3]	He is the tallest in his class.
Wyjeżdżałeś gdzieś ostatnio?[sound:69618387647787860371149297675229375866565933672107638849876.mp3]	Have you travelled anywhere recently?
Jest bogaty.[sound:222252431155311527922514700072339602725616131841180357404.mp3]	He's rich.
Został wybrany na przewodniczącego.[sound:94213448061292901040337809878925591210033322418202850711804.mp3]	He was elected chairman.
Kiedyś chciałem być astrofizykiem.[sound:46138454780580418968806980925424669985034865020987272968470.mp3]	I once wanted to be an astrophysicist.
Mówią płynnie po niemiecku.[sound:61502695486662378717926043035906513315379854230473563767437.mp3]	They speak German fluently.
Jestem nieszczęśliwy.[sound:86771818248134685462778570242563542694792456296436837079028.mp3]	I'm unhappy.
Odnalazł swoich rodziców.[sound:74649470273419799072206083427437392965215730101101274072301.mp3]	He found his parents.
Tu nie ma przejścia.[sound:89987515915879729493746677723343671864646703151317740367798.mp3]	There is no way through here.
Już nie jesteśmy młodzi.[sound:92220041077599469041331715462674912454696430360782761655512.mp3]	We are no longer young.
Lubię smak arbuza.[sound:72486228350209087921408636029709500453501668992085186176221.mp3]	I like the taste of watermelon.
Czy lubi pan deszcz?[sound:50879217697896496793877951323706717502798027343446353994899.mp3]	Do you like rain?
Tomowi trzeba zmienić pieluchę.[sound:68853450998302754784084255025222768312619389750380744300289.mp3]	Tom needs a nappy change.
Ktoś zrani Toma.[sound:59713502667796173071251502157649068914419598609257078179222.mp3]	Someone's going to hurt Tom.
Lubię grać w piłkę.[sound:37254203958776294570032200693022714284020524149041849648098.mp3]	I like to play football.
Była wczoraj pełnia.[sound:84479903060838273146402621235047746195402806078663639553415.mp3]	It was a full moon yesterday.
Tom zerknął.[sound:82223496758533185360593771723552920291211763531231120012578.mp3]	Tom squinted.
Nie mam utartych przyzwyczajeń.[sound:58962785352382924820735772439180049632804844982763755264841.mp3]	I'm not a creature of habit.
Wierzę w jej historię.[sound:33760177930999011699262744826675057680749714094154206176654.mp3]	I believe her story.
Przygotowałam śniadanie dla Dee.[sound:58411628463077171826810353717685506324659974491370214442352.mp3]	I prepared breakfast for Dee.
Powinienem był wziąć pieniądze.[sound:35564238460139884977589148476626676663008247060054514000193.mp3]	I should have taken the money.
Wszyscy jesteście zajęci, prawda?[sound:30356320959120906549822333226440936412793337747507777541996.mp3]	You're all busy, aren't you?
Musisz wiedzieć.[sound:8742506319059880651592664734493179857794746910782680910598.mp3]	You need to know.
Stopniowo zaczynała rozumieć.[sound:55638177633677605919663394001070755667914616949164038625883.mp3]	She gradually began to understand.
Co brakuje?[sound:63743464579921603018052843809971538293931683834281585457644.mp3]	What is missing?
Dlaczego mnie zdradziłeś?[sound:53009738104846993238978243036193647905094772827863453557790.mp3]	Why did you betray me?
Tom miał powody.[sound:65631255836644166276760266223718096946624388040189683089847.mp3]	Tom did have reasons.
Gdzie mogę dostać bilet?[sound:49141046370427721875193559405914213899517721768168444772724.mp3]	Where can I get a ticket?
Chciałbym znać francuski.[sound:26684725612034251590245292729193807656532518380463223442851.mp3]	I wish I could have spoken French.
Za dużo wypiłeś.[sound:3320674056995104675057663927528106474565142258523599957530.mp3]	You drank too much.
Muszę coś sprawdzić.[sound:89136649573264754099977592917217418146109508876442332838414.mp3]	I've got to check something out.
Piątka![sound:56447961785721822028443010217527639535081354437533979721711.mp3]	High five!
On jest w pociągu.[sound:4680634776236644319880215717632214375546035855379570578524.mp3]	He's on the train.
Zanurzyłem palec w miodzie.[sound:79665798765113613415912241597656102960485263404966226923120.mp3]	I dipped my finger into the honey.
Chcę zobaczyć tę walkę.[sound:86080362905886819534615940068799468938078187264166203249942.mp3]	I want to watch the fight.
Dzisiaj jest środa.[sound:91522952513966369739032675581843108638893611762221958526194.mp3]	Today is Wednesday.
Dlatego mnie wybrali.[sound:3834447090673395928114345226070076521545515708289301071269.mp3]	They chose me for that.
Chcę zranić Toma.[sound:99701527485549394771826751504592061747576900485968708732166.mp3]	I wanted to hurt Tom.
Chłopiec szukał straconego klucza.[sound:60889443693909925772495153383312003590623362704756776187170.mp3]	The boy was searching for the lost key.
Jak się sprawy potoczyły?[sound:65425645003997699540562855220770428682662887298598912020152.mp3]	How did things turn out?
Pogoda dzisiaj jest okropna.[sound:63841575468503942993938553556557038118975455579310926497586.mp3]	The weather is terrible today.
To jest mocno zamrożone.[sound:88265456484225040458236430253427628765779696354621647053421.mp3]	It's frozen hard.
Kto zapłaci rachunek?[sound:80593097074919077065677862524158397286544424747253742910118.mp3]	Who will foot the bill?
Tomasz nie docenia Marii.[sound:86569768976866928033793818521480257861987558058508991976016.mp3]	Tom underestimated Mary.
Czy ktoś chce kawę?[sound:83801576867184049359467548463995055718982588570653861687077.mp3]	Would anyone like some coffee?
Czekała na niego godzinami.[sound:23728612411998623998909040981922804336727456036477578859409.mp3]	She waited for him for hours.
Pozostali w Tennessee.[sound:29794330052450054547154812110804780955717595007763282948054.mp3]	They remained in Tennessee.
Nie lubi tenisa.[sound:38960670342503817328586553790241344645394845504076569499668.mp3]	He does not like tennis.
Może mi nie uwierzysz.[sound:47831098344572459106119714672953691470434392904846656115677.mp3]	Maybe you won't believe me.
To za dużo kosztuje.[sound:31656849018655243849198974527734368052405244415117843083417.mp3]	This costs too much.
Właśnie na to czekałem.[sound:81567913275061573487890306001031262976480257611992138996736.mp3]	This is what I was waiting for.
Jesteś niespójny.[sound:93957131703001709786649562567427401568994145200062869503630.mp3]	You're inconsistent.
Kontynuuj beze mnie.[sound:30716684340421443055125247131234262293522687331482320682293.mp3]	You go on without me.
Ktoś wszystko zepsuł.[sound:44017472857207244756970677273226653885255342094090206521699.mp3]	Someone's put a spanner in the works.
A jednak przyjdzie.[sound:11406414696026163810357200771696993441981139797553008905018.mp3]	He will come after all.
Kiedyś byłem w wojsku.[sound:11469734111308348497443042945809371100276206422739980966457.mp3]	I was in the army once.
Widziałeś gdzieś moje okulary?[sound:89967296765125286069291370427453481803216450417827080664128.mp3]	Have you seen my glasses anywhere?
Gówno śmierdzi.[sound:88537081024534770702441576684290143009164673387228290967118.mp3]	Shit stinks.
Uniknęli kary.[sound:85430296356163569919122754600342175832057227289826786293700.mp3]	They escaped being punished.
Kto rzucił butelkę?[sound:71076232445911267806968099036904508942196786798817986824836.mp3]	Who threw the bottle?
To był zły pomysł.[sound:10692583148702177405743047759724630651755256687847726124748.mp3]	This was a bad idea.
Tom był upokorzony.[sound:86915852702329323141703601370304032079369464225122876942169.mp3]	Tom was humiliated.
